filepath,label
data\synth\sveb\sveb_0108.png,sveb
data\synth\sveb\sveb_0105.png,sveb
data\synth\sveb\sveb_0053.png,sveb
data\synth\veb\veb_0090.png,veb
data\synth\veb\veb_0029.png,veb
data\synth\normal\normal_0043.png,normal
data\synth\veb\veb_0114.png,veb
data\synth\veb\veb_0133.png,veb
data\synth\sveb\sveb_0032.png,sveb
data\synth\normal\normal_0099.png,normal
data\synth\sveb\sveb_0153.png,sveb
data\synth\sveb\sveb_0155.png,sveb
data\synth\normal\normal_0135.png,normal
data\synth\normal\normal_0090.png,normal
data\synth\veb\veb_0020.png,veb
data\synth\normal\normal_0031.png,normal
data\synth\sveb\sveb_0088.png,sveb
data\synth\sveb\sveb_0047.png,sveb
data\synth\sveb\sveb_0151.png,sveb
data\synth\normal\normal_0087.png,normal
data\synth\sveb\sveb_0148.png,sveb
data\synth\veb\veb_0005.png,veb
data\synth\sveb\sveb_0054.png,sveb
data\synth\normal\normal_0197.png,normal
data\synth\sveb\sveb_0018.png,sveb
data\synth\normal\normal_0052.png,normal
data\synth\normal\normal_0162.png,normal
data\synth\veb\veb_0000.png,veb
data\synth\normal\normal_0086.png,normal
data\synth\sveb\sveb_0161.png,sveb
data\synth\sveb\sveb_0120.png,sveb
data\synth\veb\veb_0001.png,veb
data\synth\sveb\sveb_0085.png,sveb
data\synth\sveb\sveb_0050.png,sveb
data\synth\sveb\sveb_0070.png,sveb
data\synth\normal\normal_0188.png,normal
data\synth\sveb\sveb_0124.png,sveb
data\synth\normal\normal_0060.png,normal
data\synth\sveb\sveb_0078.png,sveb
data\synth\veb\veb_0047.png,veb
data\synth\veb\veb_0110.png,veb
data\synth\sveb\sveb_0129.png,sveb
data\synth\sveb\sveb_0125.png,sveb
data\synth\normal\normal_0098.png,normal
data\synth\normal\normal_0096.png,normal
data\synth\veb\veb_0089.png,veb
data\synth\veb\veb_0099.png,veb
data\synth\veb\veb_0130.png,veb
data\synth\veb\veb_0043.png,veb
data\synth\sveb\sveb_0130.png,sveb
data\synth\normal\normal_0070.png,normal
data\synth\sveb\sveb_0143.png,sveb
data\synth\normal\normal_0153.png,normal
data\synth\normal\normal_0179.png,normal
data\synth\veb\veb_0065.png,veb
data\synth\sveb\sveb_0017.png,sveb
data\synth\sveb\sveb_0073.png,sveb
data\synth\veb\veb_0012.png,veb
data\synth\sveb\sveb_0189.png,sveb
data\synth\sveb\sveb_0152.png,sveb
data\synth\sveb\sveb_0051.png,sveb
data\synth\sveb\sveb_0045.png,sveb
data\synth\veb\veb_0019.png,veb
data\synth\normal\normal_0136.png,normal
data\synth\sveb\sveb_0194.png,sveb
data\synth\veb\veb_0039.png,veb
data\synth\sveb\sveb_0091.png,sveb
